premise,hypothesis,label
A girl with freckles and metal earrings enjoys a cherry indoors.,The girl is eating an orange outside.,contradiction
a blond child on a horse riding uniform carrying a teddy bear riding a donkey or pony.,A child is riding a horse.,neutral
a blond child on a horse riding uniform carrying a teddy bear riding a donkey or pony.,A child is riding a horse in a parade.,neutral
a blond child on a horse riding uniform carrying a teddy bear riding a donkey or pony.,A child is napping.,neutral
A group of children and their guardian walk on the boardwalk and eat ice cream.,Humans walking,entailment
A group of children and their guardian walk on the boardwalk and eat ice cream.,Great humans walking,entailment
A group of children and their guardian walk on the boardwalk and eat ice cream.,Nobody is walking,contradiction
Some people have the most unusual centerpieces at their parties.,Some people possess things.,entailment
Some people have the most unusual centerpieces at their parties.,Some men have unusual centerpieces at their parties.,neutral
Some people have the most unusual centerpieces at their parties.,Some people have unusual food at their parties.,neutral
"A young girl is fishing with some elderly people, possibly her grandparents.",a girl fishes,entailment
"A young girl is fishing with some elderly people, possibly her grandparents.",a girl caught big fish,neutral
"A young girl is fishing with some elderly people, possibly her grandparents.",a boy sits alone,contradiction
Four powerboats racing across the sea.,The powerboats are racing,entailment
Four powerboats racing across the sea.,The boats are across the sea,neutral
Four powerboats racing across the sea.,The boats are sleeping.,contradiction
A woodcarver is carving a bald eagle out of wood at a carnival as spectators look on.,The person is carving some wood.,entailment
A woodcarver is carving a bald eagle out of wood at a carnival as spectators look on.,The person is going to sell his carving.,neutral
A woodcarver is carving a bald eagle out of wood at a carnival as spectators look on.,The man is carving a piece of metal.,neutral
A Indian women displaying her cultural heritage with painted red fingers and an extravagant head piece.,"A woman is dressed in traditional, ethnic clothing.",neutral
A Indian women displaying her cultural heritage with painted red fingers and an extravagant head piece.,A woman is ready for a national cultural celebration.,neutral
A Indian women displaying her cultural heritage with painted red fingers and an extravagant head piece.,"A woman dresses in western fashion, with unadorned fingers and head.",contradiction
A dirty boy at a playground holds up his hands with disgust.,There are children awake.,entailment
A dirty boy at a playground holds up his hands with disgust.,It is the afternoon.,neutral
A dirty boy at a playground holds up his hands with disgust.,Children are watching tv.,contradiction
A young man wearing a purple shirt does the limbo in a gymnasium.,A young man in in the gymnasium.,entailment
A young man wearing a purple shirt does the limbo in a gymnasium.,A carnival game has been set up in the gymnasium.,neutral
A young man wearing a purple shirt does the limbo in a gymnasium.,A girl in a red shirt is attempting to do the limbo.,neutral
"Several bike riders in a parade, wearing American paraphernalia with onlookers nearby.",People are in a parade.,entailment
"Several bike riders in a parade, wearing American paraphernalia with onlookers nearby.",People are riding bikes in a gay rights parade.,neutral
"Several bike riders in a parade, wearing American paraphernalia with onlookers nearby.",People are sitting and watching a parade.,neutral
"a little girl sitting outside on a colored paisley blanket wearing a yellow shirt, matching flowered pants, and holding a white hat.",The little girl is sitting on a blanket holding a hat.,entailment
"a little girl sitting outside on a colored paisley blanket wearing a yellow shirt, matching flowered pants, and holding a white hat.",The girl is at a picnic.,neutral
"a little girl sitting outside on a colored paisley blanket wearing a yellow shirt, matching flowered pants, and holding a white hat.",The girl is swimming.,contradiction
"A man is squatting in front of a kiosk labeled ""PAY HERE""; a pickup truck is in the background.",a man ducks near a kiosk,neutral
"A man is squatting in front of a kiosk labeled ""PAY HERE""; a pickup truck is in the background.",a woman drives the van,contradiction
A man in a striped shirt explains his proposal to his co-workers.,Man at work,entailment
A man in a striped shirt explains his proposal to his co-workers.,Man talking to his boss,neutral
A man in a striped shirt explains his proposal to his co-workers.,Man sitting at home,neutral
A young man wearing all great is filling a cooler up with an assortment of foods.,A man loads up a cooler full of food,entailment
A young man wearing all great is filling a cooler up with an assortment of foods.,A man gets ready for a picnic,neutral
A young man wearing all great is filling a cooler up with an assortment of foods.,A woman empties her fridge of food and throws it in the trash,contradiction
"This 70's style fashion statement goes well with a garage style ""boogie.""",The 70's had style.,entailment
"This 70's style fashion statement goes well with a garage style ""boogie.""",The 70's were a fun time.,neutral
